id,original_title,original_language,genre,budget,revenue,popularity,release_date,runtime,vote_average,vote_count,title
26371,Maurice,en,Drama,0,0,11.552247,1987-09-18,134,7.1,61,Maurice
14137,Beer League,en,Comedy,0,0,1.73892,2006-09-15,86,5.3,22,Beer League
291,Riding Giants,en,Documentary,2600000,3166000,0.895946,2004-07-09,105,7.6,23,Riding Giants
14139,Los cronocrímenes,es,Science Fiction,2600000,553198,19.02965,2007-09-20,92,7,308,Timecrimes
33106,疯狂的赛车,zh,Action,0,0,0.406645,2009-01-20,99,7.4,13,Silver Medalist
8875,Timber Falls,en,Horror,2600000,0,3.687574,2007-12-07,97,5.2,38,Timber Falls
872,Singin' in the Rain,en,Comedy,2540800,7200000,36.556954,1952-04-10,103,7.8,727,Singin' in the Rain
72914,"Fat, Sick & Nearly Dead",en,Documentary,0,0,0.545825,2010-04-16,97,7.1,47,"Fat, Sick & Nearly Dead"
139038,A Haunted House,en,Comedy,2500000,60141683,18.661541,2013-01-11,86,5.4,516,A Haunted House
126509,2016: Obama's America,en,Documentary,2500000,33400000,0.973582,2012-07-13,87,4.6,19,2016: Obama's America
9591,That Thing You Do!,en,Comedy,0,34585416,14.885388,1996-10-04,108,6.8,225,That Thing You Do!
10676,Halloween III: Season of the Witch,en,Horror,2500000,14400000,12.030456,1982-10-22,98,5,229,Halloween III: Season of the Witch
1687,Escape from the Planet of the Apes,en,Action,2500000,12348905,18.30961,1971-05-20,98,6.3,264,Escape from the Planet of the Apes
24748,Hud,en,Action,2500000,10000000,6.82919,1963-05-29,112,7.5,66,Hud
181330,Kevin Hart: Let Me Explain,en,Comedy,0,32230907,9.799357,2013-07-03,74,7.1,95,Kevin Hart: Let Me Explain
468,My Own Private Idaho,en,Drama,2500000,0,10.363642,1991-10-17,104,7.1,212,My Own Private Idaho
401,Garden State,en,Comedy,2500000,26781723,30.583959,2004-07-28,102,7.1,618,Garden State
76,Before Sunrise,en,Drama,2500000,5535405,23.672571,1995-01-27,105,7.7,959,Before Sunrise
50538,Sur le seuil,fr,Horror,0,0,0.205034,2003-10-03,100,6.9,8,Evil Words
25636,Jesus' Son,en,Comedy,0,0,5.581743,1999-09-05,107,6.7,22,Jesus' Son
19316,Saving Face,en,Comedy,0,0,2.487255,2004-09-12,91,6.8,32,Saving Face
21074,Brick Lane,en,Drama,0,0,0.262135,2007-11-16,102,5.2,15,Brick Lane
84329,Robot & Frank,en,Science Fiction,2500000,3325038,23.419061,2012-08-16,85,6.8,450,Robot & Frank
20,My Life Without Me,en,Drama,0,9726954,7.958831,2003-03-07,106,7.2,77,My Life Without Me
157386,The Spectacular Now,en,Comedy,2500000,6854611,25.722747,2013-08-02,95,6.8,1048,The Spectacular Now
13007,Religulous,en,Comedy,0,0,9.774126,2008-10-01,101,7.2,197,Religulous
13518,Fuel,en,Documentary,0,0,0.197469,2008-11-14,90,7,3,Fuel
116584,Valley of the Heart's Delight,en,Drama,0,0,0.142255,2006-04-24,100,7,1,Valley of the Heart's Delight
46849,Eye of the Dolphin,en,Drama,2500000,71904,0.301884,2007-08-24,100,7.1,7,Eye of the Dolphin
40428,8: The Mormon Proposition,en,Documentary,0,0,0.424957,2010-01-01,80,5.5,6,8: The Mormon Proposition
17334,The Other End of the Line,en,Comedy,14000000,0,3.393648,2008-10-29,106,6.1,50,The Other End of the Line
1698,Anatomie,de,Horror,0,0,5.025938,2000-02-03,103,6.1,61,Anatomy
20764,Sleep Dealer,en,Drama,2500000,107559,4.624691,2008-12-10,90,6,40,Sleep Dealer
45132,Super,en,Comedy,2500000,324138,12.204569,2010-09-09,96,6.6,441,Super
76706,Christmas Mail,en,Comedy,0,0,0.630226,2010-12-01,89,5,15,Christmas Mail
254472,Stung,de,Comedy,2500000,0,4.270489,2015-07-03,87,4.9,63,Stung
332285,Antibirth,en,Horror,35000000,0,3.674294,2016-09-02,94,4.8,40,Antibirth
49471,Get on the Bus,en,Drama,2400000,5731103,4.623059,1996-10-16,120,7,11,Get on the Bus
13569,Thr3e,en,Drama,0,0,1.946715,2006-12-01,101,4.8,21,Thr3e
7512,Idiocracy,en,Adventure,30000000,495303,27.940093,2006-09-01,84,6.3,664,Idiocracy
356216,The Rise of the Krays,en,Crime,2500000,0,1.759506,2015-08-29,110,4.5,19,The Rise of the Krays
11798,This Is England,en,Drama,2380000,8176544,8.395624,2006-09-12,101,7.4,363,This Is England
146631,U.F.O.,en,Action,2500000,0,8.248149,2012-12-14,101,3.1,47,U.F.O.
43546,Bathing Beauty,en,Comedy,2361000,6892000,0.628051,1944-07-01,101,7,4,Bathing Beauty
61038,Go for It!,en,Drama,2450000,0,0.500753,2011-05-13,105,4.6,5,Go for It!
78373,"Dancer, Texas Pop. 81",en,Comedy,0,565592,0.376662,1998-05-01,97,10,1,"Dancer, Texas Pop. 81"
17820,Show Boat,en,Music,2300000,11000000,1.606314,1951-07-13,107,6.9,18,Show Boat
74457,Redemption Road,en,Drama,0,0,0.197264,2011-08-26,91,4.7,6,Redemption Road
283384,The Calling,en,Thriller,0,0,5.759493,2014-08-05,108,5.6,88,The Calling
19933,The Brave Little Toaster,en,Fantasy,2000000,0,6.86302,1987-07-09,90,6.7,93,The Brave Little Toaster
756,Fantasia,en,Animation,2280000,83320000,32.875469,1940-11-13,124,7.2,808,Fantasia
433715,8 Days,en,Thriller,0,0,0.015295,2014-06-15,90,0,0,8 Days
9728,Friday the 13th Part III,en,Horror,4000000,36690067,14.206525,1982-08-13,95,5.7,254,Friday the 13th Part III
9731,Friday the 13th: A New Beginning,en,Horror,2200000,21930418,12.639469,1985-03-22,92,5.1,196,Friday the 13th: A New Beginning
9916,The Last Sin Eater,en,Drama,0,0,2.371477,2007-02-09,117,6.2,11,The Last Sin Eater
309425,Do You Believe?,en,Fantasy,0,0,2.470443,2015-03-20,115,6.6,48,Do You Believe?
14156,Impact Point,en,Thriller,0,0,1.532518,2008-06-13,90,5.7,5,Impact Point
43610,The Valley of Decision,en,Drama,2160000,9132000,0.1813,1945-06-01,119,5.8,4,The Valley of Decision
360339,Eden,en,Thriller,2300000,0,2.713171,2015-10-22,97,5.6,19,Eden
31163,Chicken Tikka Masala,en,Comedy,0,0,0.258413,2005-04-22,90,3.5,5,Chicken Tikka Masala
297621,There's Always Woodstock,en,Romance,0,0,2.025701,2014-11-14,90,5.4,12,There's Always Woodstock
16205,Jack Brooks: Monster Slayer,en,Action,0,0,2.659804,2007-10-09,85,5.7,59,Jack Brooks: Monster Slayer
887,The Best Years of Our Lives,en,Drama,2100000,23650000,8.38717,1946-12-25,172,7.6,143,The Best Years of Our Lives
9517,Bully,en,Crime,0,480811,6.677093,2001-06-15,113,6.7,125,Bully
6007,Elling,en,Comedy,0,0,2.526356,2001-03-16,89,7,51,Elling
364083,Mi America,en,Drama,2100000,3330,0.039007,2015-10-16,126,0,0,Mi America
8329,[REC],es,Horror,1500000,30448000,31.691617,2007-04-10,78,7.1,934,[REC]
69640,Lies in Plain Sight,en,Drama,0,0,0.47909,2010-10-03,88,4.5,4,Lies in Plain Sight
371085,Sharkskin,en,NA,0,0,0.027801,2015-01-01,0,0,0,Sharkskin
347548,Containment,en,Thriller,0,0,2.122451,2015-07-09,77,5.1,36,Containment
322443,The Timber,de,Adventure,0,0,0.803761,2015-02-27,81,4.1,15,The Timber
657,From Russia with Love,en,Action,2000000,78898765,41.298723,1963-10-11,115,6.9,760,From Russia with Love
28165,The Toxic Avenger Part II,en,Comedy,0,0,1.791331,1989-02-24,96,5.3,39,The Toxic Avenger Part II
11561,Sleeper,en,Comedy,2000000,18344729,10.664202,1973-12-17,89,7,200,Sleeper
270303,It Follows,en,Horror,2000000,14674076,100.876794,2015-02-04,100,6.6,1832,It Follows
11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,en,Comedy,2000000,18016290,13.223111,1972-08-06,88,6.6,215,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask
595,To Kill a Mockingbird,en,Crime,2000000,13129846,22.139842,1962-12-25,129,8,657,To Kill a Mockingbird
8810,Mad Max 2,en,Adventure,2000000,24600832,37.117362,1981-12-24,95,7.3,957,Mad Max 2: The Road Warrior
12207,醉拳二,cn,Action,0,0,15.046612,1994-02-03,102,7.2,242,The Legend of Drunken Master
226,Boys Don't Cry,en,Crime,2000000,11540607,15.557144,1999-09-02,118,7.2,353,Boys Don't Cry
92182,Silent House,en,Horror,2000000,13101672,11.66632,2011-01-21,85,5.2,125,Silent House
582,Das Leben der Anderen,de,Drama,2000000,70000000,34.938177,2006-03-15,137,7.9,958,The Lives of Others
72213,Courageous,en,Drama,1000000,34522221,5.961119,2011-09-30,129,6.8,77,Courageous
990,The Hustler,en,Drama,2000000,7600000,17.639478,1961-09-25,134,7.6,240,The Hustler
55604,Boom Town,en,Adventure,2000000,9172000,1.867004,1940-08-30,119,6.5,8,Boom Town
9662,Les triplettes de Belleville,fr,Adventure,8000000,1477676,13.944645,2003-06-11,80,7.3,231,The Triplets of Belleville
20862,Smoke Signals,en,Drama,0,0,2.304552,1998-01-16,89,6.6,24,Smoke Signals
2771,American Splendor,en,Comedy,0,6003587,7.792851,2003-08-15,101,7.1,120,American Splendor
80,Before Sunset,en,Drama,2700000,15992615,14.799323,2004-02-10,80,7.6,718,Before Sunset
55,Amores perros,es,Drama,2000000,20908467,23.281616,2000-06-16,154,7.6,521,Amores perros
11023,Thirteen,en,Crime,2000000,4601043,20.331593,2003-08-20,100,6.7,339,Thirteen
33667,Gentleman's Agreement,en,Drama,2000000,7800000,5.381536,1947-11-11,118,6.8,47,Gentleman's Agreement
39013,Winter's Bone,en,Drama,2000000,13831503,20.834883,2010-06-11,100,6.8,565,Winter's Bone
11194,Touching the Void,en,Documentary,0,13885802,14.045887,2003-09-05,106,7.6,138,Touching the Void
43839,Alexander's Ragtime Band,en,Drama,2000000,4000000,0.483974,1938-05-24,106,4.8,6,Alexander's Ragtime Band
1382,Me and You and Everyone We Know,en,Comedy,0,0,9.719094,2005-06-17,90,7,107,Me and You and Everyone We Know
44639,Inside Job,en,Documentary,2000000,7871522,16.930914,2010-10-08,109,7.7,286,Inside Job
301351,We Are Your Friends,en,Drama,6000000,11122090,28.819424,2015-08-26,96,6.3,658,We Are Your Friends
4816,Ghost Dog: The Way of the Samurai,en,Crime,0,0,18.223139,1999-09-13,116,7.2,298,Ghost Dog: The Way of the Samurai
7873,Harsh Times,en,Crime,2000000,5967038,12.999023,2005-09-11,120,6.3,197,Harsh Times
331190,Captive,en,Crime,2000000,2801508,6.728882,2015-09-17,97,5.6,92,Captive
15186,Full Frontal,en,Comedy,2000000,2506446,1.95686,2002-08-02,96,4.8,26,Full Frontal
17994,Witchboard,en,Horror,0,0,7.151154,1986-12-31,98,5.9,58,Witchboard
1378,Shortbus,en,Romance,2000000,5179037,14.846001,2006-05-20,101,6.3,140,Shortbus
8885,Vals Im Bashir,he,Drama,2000000,11125849,14.08251,2008-06-25,90,7.8,291,Waltz with Bashir
48382,"The Book of Mormon Movie, Volume 1: The Journey",en,NA,2000000,1672730,0.031947,2003-09-12,120,5,2,"The Book of Mormon Movie, Volume 1: The Journey"
12901,No End in Sight,en,Documentary,2000000,1431623,2.283796,2007-07-27,102,7.2,23,No End in Sight
250124,The Diary of a Teenage Girl,en,Drama,2000000,1477002,18.224326,2015-08-07,98,6.8,279,The Diary of a Teenage Girl
14284,In the Shadow of the Moon,en,Documentary,2000000,0,3.43159,2007-01-19,109,7.6,31,In the Shadow of the Moon
57120,Meek's Cutoff,en,Drama,0,876302,4.749885,2010-09-05,104,6.5,77,Meek's Cutoff
12228,Inside Deep Throat,en,History,2000000,653621,3.980072,2005-02-11,92,6.8,31,Inside Deep Throat
22617,Dinner Rush,en,Drama,0,0,1.096355,2000-09-01,99,7.1,19,Dinner Rush
55561,Clockwatchers,en,Comedy,0,0,1.196943,1997-01-01,96,5.6,13,Clockwatchers
42889,The Virginity Hit,en,Comedy,2000000,563706,3.125382,2010-09-10,120,4.6,19,The Virginity Hit
10656,Subway,fr,Action,2000000,390659,5.261065,1985-04-10,104,6.3,86,Subway
24363,House of D,en,Comedy,0,0,6.337735,2005-04-15,97,6.1,23,House of D
13121,Teeth,en,Comedy,0,0,7.359286,2007-01-19,94,5.2,210,Teeth
24746,Six-String Samurai,en,Action,2000000,124494,1.892183,1998-09-18,91,5.8,36,Six-String Samurai
325140,Hum To Mohabbat Karega,en,NA,0,0,0.001186,2000-05-26,0,0,0,Hum To Mohabbat Karega
12109,It's All Gone Pete Tong,en,Drama,2000000,120620,3.911445,2004-09-12,90,7.1,52,It's All Gone Pete Tong
27023,Saint John of Las Vegas,en,Comedy,3800000,111731,2.559806,2009-06-10,84,5.9,18,Saint John of Las Vegas
22913,24 7: Twenty Four Seven,en,Comedy,0,0,0.744406,1997-08-31,96,6.3,10,24 7: Twenty Four Seven
273899,Stonewall,en,Drama,13500000,187674,5.16023,2015-09-18,129,5.2,32,Stonewall
20653,Roadside Romeo,en,Animation,7000000,1100000,0.253595,2008-10-24,93,6.7,3,Roadside Romeo
67373,This Thing of Ours,en,Drama,0,0,0.046868,2005-01-01,100,5,1,This Thing of Ours
171759,The Lost Medallion: The Adventures of Billy Stone,en,Adventure,0,0,2.952932,2013-03-01,97,5.6,13,The Lost Medallion: The Adventures of Billy Stone
206296,The Last Five Years,en,Comedy,0,0,5.563068,2014-11-03,94,5.5,143,The Last Five Years
35219,The Missing Person,en,Comedy,0,0,1.161034,2009-01-16,95,6.4,9,The Missing Person
28260,Return of the Living Dead 3,en,Comedy,2000000,54207,7.502934,1993-10-01,97,5.9,88,Return of the Living Dead 3
7515,London,en,Drama,0,0,5.350423,2005-02-10,92,6.1,96,London
