id,original_title,original_language,genre,budget,revenue,popularity,release_date,runtime,vote_average,vote_count,title
47327,Drive Angry,en,Fantasy,50000000,28931401,30.387148,2011-02-24,105,5.3,600,Drive Angry
15268,Street Fighter: The Legend of Chun-Li,en,Action,50000000,12764201,8.139676,2009-02-27,97,3.9,112,Street Fighter: The Legend of Chun-Li
10796,The One,en,Action,49000000,72700000,21.746245,2001-11-02,87,5.7,437,The One
9548,The Adventures of Ford Fairlane,en,Action,49000000,20423389,2.808428,1990-07-11,104,6.2,71,The Adventures of Ford Fairlane
18947,The Boat That Rocked,en,Drama,50000000,36348784,31.02233,2009-04-01,116,7.2,666,The Boat That Rocked
1900,Traffic,en,Thriller,48000000,207515725,25.170217,2000-12-27,147,6.9,562,Traffic
89,Indiana Jones and the Last Crusade,en,Adventure,48000000,474171806,80.972475,1989-05-24,127,7.6,3152,Indiana Jones and the Last Crusade
96724,Anna Karenina,en,Drama,0,68929150,26.38704,2012-09-06,130,6.5,639,Anna Karenina
198184,Chappie,en,Crime,49000000,104399548,116.700319,2015-03-04,120,6.6,3062,Chappie
9481,The Bone Collector,en,Drama,73000000,151493655,33.884459,1999-11-04,118,6.5,826,The Bone Collector
4547,Panic Room,en,Crime,48000000,196397415,53.043124,2002-03-29,111,6.5,1267,Panic Room
53953,The Tooth Fairy,de,Horror,0,0,0.716764,2006-08-08,0,4.3,13,The Tooth Fairy
6415,Three Kings,en,Action,75000000,108000000,34.973086,1999-09-27,114,6.6,692,Three Kings
181283,Child 44,en,Crime,50000000,3324330,40.371098,2015-03-15,137,6.1,547,Child 44
9896,Rat Race,en,Adventure,48000000,85498534,18.60049,2001-07-30,112,6,518,Rat Race
167,K-PAX,en,Drama,48000000,50315140,30.920075,2001-10-22,120,7.1,695,K-PAX
11232,Kate & Leopold,en,Comedy,0,0,11.940711,2001-12-25,118,6,418,Kate & Leopold
1636,Bedazzled,en,Fantasy,48000000,90383208,19.348007,2000-10-19,93,5.6,512,Bedazzled
2148,The Cotton Club,en,Music,58000000,25928721,8.59075,1984-12-14,127,6.6,68,The Cotton Club
5176,3:10 to Yuma,en,Western,55000000,70016220,48.801089,2007-09-06,122,6.9,1188,3:10 to Yuma
260346,Taken 3,en,Thriller,48000000,325771424,88.844777,2014-12-16,109,6.1,2200,Taken 3
1389,Out of Sight,en,Romance,48000000,77745568,16.000178,1998-06-26,123,6.5,333,Out of Sight
9894,The Cable Guy,en,Comedy,47000000,102825796,19.525659,1996-06-10,96,5.7,594,The Cable Guy
